Volilna enota,Volilni okraj,ID Volišča,Volišče
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,10,"GD Bezuljak, Bezuljak 21a"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,11,"TD Menišija, Begunje pri Cerknici 28"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,13,"GD Gorenje Otave, Gorenje Otave 4"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,14,"GD Sveti Vid, Sveti Vid 5"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,15,"GD Cajnarje, Hruškarje 16"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,16,"GD Žerovnica, Žerovnica 2a"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,17,"GD Martinjak, Martinjak 1b"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,18,"GD Gorenje Jezero, Gorenje Jezero 32"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,19,"POŠ 11. maj Grahovo, Grahovo 120"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,20,"Ana Žnidaršič, Bločice 5"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,22,"OŠ Rovte, Rovte 90a"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,23,"KS Log-Zaplana, Zaplana-del 58b"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,24,"GD Medvedje Brdo, Medvedje Brdo 40"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,25,"POŠ Rovtarske Žibrše, Rovtarske Žibrše 10"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,26,"POŠ Laze, Laze 57"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,27,"POŠ Vrh Sv. Treh Kraljev, Vrh Sv. Treh Kraljev 19"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,28,"OŠ 8 talcev Logatec, Notranjska c. 3, Logatec"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,30,"OŠ 8 talcev Logatec, Notranjska c. 3, Logatec"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,31,"Upravni center Logatec, Tržaška c. 50a, Logatec"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,32,"Upravni center Logatec, Tržaška c. 50a, Logatec"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,33,"POŠ Hotedršica, Hotedršica 120"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,34,"OŠ Tabor Logatec, Tržaška c. 150, Logatec"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,35,"Brunarica na ovinku, Grčarevec 2a"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,36,"ZVI Logatec, Tržaška c. 63, Logatec"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,37,"Medgen. center Gaber, C. Notr. odr. 45b, Stari trg"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,38,"Okrepčevalnica Lož, C. 19. oktobra 54, Lož"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,39,"POŠ Iga vas, Iga vas 1"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,40,"Gostišče Mlakar, Markovec 15a"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,43,"Večnamenski objekt Babno Polje, Babno Polje 82"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,44,"OŠ Nova vas, Nova vas 4b"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,45,"GD Velike Bloke, Velike Bloke 22"
VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,47,"VD Sveta Trojica, Sveta Trojica 5a"
